LOGICAL_TRANSFORMATION_RULE_ID,SEMANTIC_TRANSFORMATION_RULE_ID,ALGORITHM,ADDITIONAL_FILTERS,SOURCE_LAYER,DESTINATION_LAYER,TRANSFORMATION_TYPE,VALID_FROM,VALID_TO
DER__BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_EIL_1__ACCMLTD_CHNG_NGTV__01_01_1990,ACCMLTD_CHNG_NGTV_TR,"SET BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_EIL.ACCMLTD_CHNG_NGTV =
        CASE
            WHEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.BLNC_SHT_RCGNSD_EXCHNG_TRDBL_DRVTV_ASST_PSTN_TKN_PSSSSN_TYP = 13
                AND BIRD_ASST_PL_CLLTRL_RCVD_ASSGNMNT_IL.CLLTRL_RL_TYP = 1
                AND BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.TKN_PSSSSN_DT > DATEADD(month,-3,BIRD_CLLTRL_IL.DT_RFRNC) 
                AND BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.TKN_PSSSSN_DT < BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.DT_RFRNC
                AND BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.GRSS_CRRYNG_AMNT_INTL_RCGNTN - BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT < 0 
                THEN BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.GRSS_CRRYNG_AMNT_INTL_RCGNTN - BIRD_EXCHNG_TRDBL_DRVTV_PSTN_RL_IL.CRRYNG_AMNT
            ELSE 'N/A'
        END;",,IL,EIL,DER,1990-01-01,9999-12-31
DER__BIRD_INSTRMNT_RL_EIL_1__ACCMLTD_CHNG_NGTV__01_01_1990,ACCMLTD_CHNG_NGTV_TR,"SET BIRD_INSTRMNT_RL_EIL.ACCMLTD_CHNG_NGTV =
        CASE
            WHEN BIRD_INSTRMNT_RL_IL.BLNC_SHT_RCGNSD_FNNCL_ASST_INSTRMNT_TKN_PSSSSN_TYP = 50
                AND BIRD_INSTRMNT_CLLTRL_ASSGNMNT_IL.CLLTRL_RL_TYP = 1
                AND BIRD_INSTRMNT_RL_IL.TKN_PSSSSN_DT > DATEADD(month,-3,BIRD_CLLTRL_IL.DT_RFRNC) 
                AND BIRD_INSTRMNT_RL_IL.TKN_PSSSSN_DT < BIRD_INSTRMNT_RL_IL.DT_RFRNC
                AND BIRD_INSTRMNT_RL_IL.GRSS_CRRYNG_AMNT_INTL_RCGNTN - BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT < 0 
                THEN BIRD_INSTRMNT_RL_IL.GRSS_CRRYNG_AMNT_INTL_RCGNTN - BIRD_INSTRMNT_RL_IL.CRRYNG_AMNT
            ELSE 'N/A'
        END;",,IL,EIL,DER,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_EIL_1__01_01_1990,WUDEN__BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTY_EIL_1__01_01_1990,WUDEN__BIRD_PRTY_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_HDG_EIL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_HDG_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_DBT_SCRTY_ISSD_PRTCN_ARRNGMNT_GVN_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_DBT_SCRTY_ISSD_PRTCN_ARRNGMNT_GVN_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_NN_FNNCL_ASST_EIL_1__01_01_1990,WUDEN__BIRD_NN_FNNCL_ASST_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_DBT_SCRTY_PSTN_ENCMBRNC_DRVD_DT_EIL_1__01_01_1990,WUDEN__BIRD_LNG_DBT_SCRTY_PSTN_ENCMBRNC_DRVD_DT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ENTTY_RL_EIL_1__01_01_1990,WUDEN__BIRD_ENTTY_RL_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RSK_FAC_SA_EIL_1__01_01_1990,WUDEN__BIRD_RSK_FAC_SA_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INSTRMNT_HDGD_OTC_DRVTV_EIL_1__01_01_1990,WUDEN__BIRD_INSTRMNT_HDGD_OTC_DRVTV_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTNR_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,WUDEN__BIRD_PRTNR_ENTRPRS_ASSGNMNT_EIL_1__01_01_1990,1,,ELDM,EIL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ETD_LBLTY_PSTN_SNTHTC_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_ETD_LBLTY_PSTN_SNTHTC_SCRTSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC_IL_1__01_01_1990,WUDEN__BIRD_SGNFCNT_CRRNCY_DPRCTN_CNTNGNT_ENCMBRNC_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_HDGD_EXCHNG_TRDBL_DRVTV_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_RSK_DT_IL_1__01_01_1990,WUDEN__BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_RSK_DT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
GEN_L__F_15.00.a_REF__01_01_1990,F_15.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_15.00.b_REF__01_01_1990,F_15.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.00.a_REF__01_01_1990,F_18.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.00.b_REF__01_01_1990,F_18.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.00.c_REF__01_01_1990,F_18.00.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.00.d_REF__01_01_1990,F_18.00.d_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.00.e_REF__01_01_1990,F_18.00.e_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.02.a_REF__01_01_1990,F_18.02.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.02.b_REF__01_01_1990,F_18.02.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_18.02.c_REF__01_01_1990,F_18.02.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_19.00.a_REF__01_01_1990,F_19.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_19.00.b_REF__01_01_1990,F_19.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_19.00.c_REF__01_01_1990,F_19.00.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_19.00.d_REF__01_01_1990,F_19.00.d_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_19.00.e_REF__01_01_1990,F_19.00.e_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.01_REF__01_01_1990,F_20.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.02_REF__01_01_1990,F_20.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.04_REF__01_01_1990,F_20.04_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.05.a_REF__01_01_1990,F_20.05.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.05.b_REF__01_01_1990,F_20.05.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.06_REF__01_01_1990,F_20.06_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_20.07.1_REF__01_01_1990,F_20.07.1_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_21.00_REF__01_01_1990,F_21.00_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.01_REF__01_01_1990,F_23.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.02_REF__01_01_1990,F_23.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.03_REF__01_01_1990,F_23.03_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.04_REF__01_01_1990,F_23.04_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.05_REF__01_01_1990,F_23.05_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_23.06_REF__01_01_1990,F_23.06_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_25.02.a_REF__01_01_1990,F_25.02.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_25.02.b_REF__01_01_1990,F_25.02.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_25.02.c_REF__01_01_1990,F_25.02.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_34.00.c_REF__01_01_1990,F_34.00.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_35.00.a_REF__01_01_1990,F_35.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_35.00.b_REF__01_01_1990,F_35.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_35.00.c_REF__01_01_1990,F_35.00.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_35.00.d_REF__01_01_1990,F_35.00.d_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.01.a_REF__01_01_1990,F_36.01.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.01.b_REF__01_01_1990,F_36.01.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_25.03.a_REF__01_01_1990,F_25.03.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_25.03.b_REF__01_01_1990,F_25.03.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_26.00.a_REF__01_01_1990,F_26.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_26.00.b_REF__01_01_1990,F_26.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_31.01_REF__01_01_1990,F_31.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_40.01_REF__01_01_1990,F_40.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_40.02_REF__01_01_1990,F_40.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_41.01_REF__01_01_1990,F_41.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_41.02_REF__01_01_1990,F_41.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_42.00_REF__01_01_1990,F_42.00_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.01_REF__01_01_1990,F_32.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.02.a_REF__01_01_1990,F_32.02.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.02.b_REF__01_01_1990,F_32.02.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.03.a_REF__01_01_1990,F_32.03.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.03.b_REF__01_01_1990,F_32.03.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.04.a_REF__01_01_1990,F_32.04.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_32.04.b_REF__01_01_1990,F_32.04.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_33.00.a_REF__01_01_1990,F_33.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_33.00.b_REF__01_01_1990,F_33.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_34.00.a_REF__01_01_1990,F_34.00.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_34.00.b_REF__01_01_1990,F_34.00.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.01.c_REF__01_01_1990,F_36.01.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.02.a_REF__01_01_1990,F_36.02.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.02.b_REF__01_01_1990,F_36.02.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_36.02.c_REF__01_01_1990,F_36.02.c_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.06_REF__01_01_1990,F_04.06_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.07_REF__01_01_1990,F_04.07_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.08_REF__01_01_1990,F_04.08_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.09_REF__01_01_1990,F_04.09_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.10_REF__01_01_1990,F_04.10_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_05.01_REF__01_01_1990,F_05.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_06.01_REF__01_01_1990,F_06.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_07.01_REF__01_01_1990,F_07.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_07.02_REF__01_01_1990,F_07.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_08.01.a_REF__01_01_1990,F_08.01.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_08.01.b_REF__01_01_1990,F_08.01.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_08.02_REF__01_01_1990,F_08.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_09.01_REF__01_01_1990,F_09.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_09.01.1_REF__01_01_1990,F_09.01.1_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_09.02_REF__01_01_1990,F_09.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_04.05_REF__01_01_1990,F_04.05_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_10.00_REF__01_01_1990,F_10.00_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_11.01_REF__01_01_1990,F_11.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_11.02_REF__01_01_1990,F_11.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_11.03.1_REF__01_01_1990,F_11.03.1_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_11.03_REF__01_01_1990,F_11.03_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_12.02_REF__01_01_1990,F_12.02_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_13.01_REF__01_01_1990,F_13.01_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_13.02.1.a_REF__01_01_1990,F_13.02.1.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_13.02.1.b_REF__01_01_1990,F_13.02.1.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_13.03.1.a_REF__01_01_1990,F_13.03.1.a_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_13.03.1.b_REF__01_01_1990,F_13.03.1.b_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
GEN_L__F_14.00_REF__01_01_1990,F_14.00_TR,,,EIL,ROL,GEN,1990-01-01,9999-12-31
WUDEN__BIRD_IMMDT_PRNT_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_IMMDT_PRNT_ENTRPRS_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CVRD_BND_PRGRMM_RLVNT_RGM_EXCSS_IL_1__01_01_1990,WUDEN__BIRD_CVRD_BND_PRGRMM_RLVNT_RGM_EXCSS_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CVRD_BND_ISSNC_IL_1__01_01_1990,WUDEN__BIRD_CVRD_BND_ISSNC_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_CLLTRL_GVN_INSTRMNT_DBT_SCRTY_ISSD_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_OTHR_PRTY_ID_IL_1__01_01_1990,WUDEN__BIRD_OTHR_PRTY_ID_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_LNDNG_CMPNNT_SCRTY_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_RTNG_AGNCY_EXCSS_MTHDLGY_CVRD_BND_PRGRMM_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_ISS_BSD_RTNG_SSTM_DBT_SCRTY_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FR_VL_DCRS_CNTNGNT_ENCMBRNC_IL_1__01_01_1990,WUDEN__BIRD_FR_VL_DCRS_CNTNGNT_ENCMBRNC_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_GLD_CLLTRL_LG_GLD_CLLTRL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_GLD_CLLTRL_LG_GLD_CLLTRL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_AGNCY_IL_1__01_01_1990,WUDEN__BIRD_RTNG_AGNCY_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SYNDCTD_CNTRCT_IL_1__01_01_1990,WUDEN__BIRD_SYNDCTD_CNTRCT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_BRRWNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_OTC_PSTNS_IL_1__01_01_1990,WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_OTC_PSTNS_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_ETD_PSTNS_IL_1__01_01_1990,WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_ETD_PSTNS_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_IL_1__01_01_1990,WUDEN__BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RSK_FAC_SA_IL_1__01_01_1990,WUDEN__BIRD_RSK_FAC_SA_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_CRDT_TRNSFR_OTHR_SCRTSTN_CVRD_BND_PRGRM_IL_1__01_01_1990,WUDEN__BIRD_CRDT_TRNSFR_OTHR_SCRTSTN_CVRD_BND_PRGRM_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_INVSTMNT_PRPRTY_TKN_PSSSSN_IL_1__01_01_1990,WUDEN__BIRD_INVSTMNT_PRPRTY_TKN_PSSSSN_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_BLNC_SHT_NTTNG_IL_1__01_01_1990,WUDEN__BIRD_BLNC_SHT_NTTNG_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_PSTN_HDGD_OTC_DRVTV_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_DBT_SCRTY_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_FNNCL_GRNT_INSTRMNT_DBT_SCRT_DBT_SCRTY_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_CNTRY_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_CNTRY_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_NN_FNNCL_LBLTY_IL_1__01_01_1990,WUDEN__BIRD_NN_FNNCL_LBLTY_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_CLLTRL_LNDNG_CMPNNT_SCRTY_CLLTRL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_RTNG_GRD_IL_1__01_01_1990,WUDEN__BIRD_RTNG_GRD_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
WUDEN__BIRD_SCRTY_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,WUDEN__BIRD_SCRTY_ENTTY_RL_ASSGNMNT_IL_1__01_01_1990,1,,LDM,IL,WUDEN,1990-01-01,9999-12-31
